Ingredient,Trade_Name(s),Disease_Category,Duration_Class,DF_Route(s),Earliest_Approval,Latest_Approval,NDA_Count,ANDA_Count,Generic_Competitor_Count,Patent_Count,Latest_Patent_Expiry,Patent_Expiry_Year,Has_Blocking_Exclusivity,Exclusivity_Codes,Latest_Exclusivity_Date,Applicant(s)
PAROXETINE HYDROCHLORIDE,PAROXETINE | PAROXETINE HYDROCHLORIDE | PAXIL | PAXIL CR,Psychiatric,CHRONIC,"SUSPENSION;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",1992-12-29,2026-03-26,2,19,57,0,,,No,,,ALEMBIC PHARMACEUTICALS LTD | ANNORA PHARMA PRIVATE LTD | APOTEX INC | AUROBINDO PHARMA LTD | AUROBINDO PHARMA USA INC | CADILA PHARMACEUTICALS LTD | CHARTWELL RX SCIENCES LLC | CSPC OUYI PHARMACEUTICAL CO LTD | LANNETT CO INC | LUPIN LTD | MYLAN PHARMACEUTICALS INC | NOVITIUM PHARMA LLC | OXFORD PHARMACEUTICALS LLC | PRINSTON PHARMACEUTICAL INC | SCIECURE PHARMA INC | YILING PHARMACEUTICAL LTD | ZYDUS PHARMACEUTICALS USA INC
ATOMOXETINE HYDROCHLORIDE,ATOMOXETINE HYDROCHLORIDE | ATONCY,Psychiatric,CHRONIC,CAPSULE;ORAL | SOLUTION;ORAL,2010-09-16,2026-03-20,1,8,56,0,,,No,,,APOTEX INC | AUROBINDO PHARMA LTD | DR REDDYS LABORATORIES LTD | GLENMARK PHARMACEUTICALS LTD | HETERO LABS LTD UNIT V | MAP77 LLC | STRIDES PHARMA GLOBAL PTE LTD | TEVA PHARMACEUTICALS USA | ZYDUS PHARMACEUTICALS USA INC
DULOXETINE HYDROCHLORIDE,DRIZALMA SPRINKLE | DULOXETINE HYDROCHLORIDE,Psychiatric,CHRONIC,"CAPSULE, DELAYED REL PELLETS;ORAL",2013-12-11,2026-02-27,2,16,52,5,2037-04-13,2037,No,,,ACTAVIS ELIZABETH LLC | AJANTA PHARMA LTD | ALEMBIC PHARMACEUTICALS LTD | ALKEM LABORATORIES LTD | ALMATICA PHARMA LLC | AUROBINDO PHARMA LTD | BRECKENRIDGE PHARMACEUTICAL INC | CSPC OUYI PHARMACEUTICAL CO LTD | HETERO LABS LTD UNIT III | INVENTIA HEALTHCARE LTD | LUPIN LTD | MACLEODS PHARMACEUTICALS LTD | PRINSTON PHARMACEUTICAL INC | QINGDAO BAHEAL PHARMACEUTICAL CO LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | SUNSHINE LAKE PHARMA CO LTD | ZYDUS HEALTHCARE USA LLC | ZYDUS PHARMACEUTICALS USA INC
OXCARBAZEPINE,OXCARBAZEPINE | OXTELLAR XR | TRILEPTAL,Psychiatric,CHRONIC,"SUSPENSION;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",2000-01-14,2026-05-29,3,26,52,11,2027-04-13,2027,No,,,AJANTA PHARMA LTD | ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS | ANI PHARMACEUTICALS INC | ANNORA PHARMA PRIVATE LTD | APOTEX INC | AUCTA PHARMACEUTICALS INC | BIOCON PHARMA INC | BIONPHARMA INC | BRECKENRIDGE PHARMACEUTICAL INC | CHARTWELL RX SCIENCES LLC | EPIC PHARMA LLC | GLENMARK PHARMACEUTICALS LTD | HETERO LABS LTD UNIT III | KANCHAN HEALTHCARE INC | MACLEODS PHARMACEUTICALS LTD | MSN LABORATORIES PRIVATE LTD | NOVARTIS PHARMACEUTICALS CORP | RICONPHARMA LLC | RUBICON RESEARCH LTD | STERANCO HEALTHCARE PVT LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | SUPERNUS PHARMACEUTICALS INC | TARO PHARMACEUTICAL INDUSTRIES LTD | UMEDICA LABORATORIES PVT LTD
SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE | ZOLOFT,Psychiatric,CHRONIC,CAPSULE;ORAL | CONCENTRATE;ORAL | TABLET;ORAL,1991-12-30,2026-01-29,3,20,50,0,,,No,,,ACCORD HEALTHCARE INC | ALMATICA PHARMA LLC | AMNEAL PHARMACEUTICALS LLC | APPCO PHARMA LLC | ASCENT PHARMACEUTICALS INC | AUROBINDO PHARMA LTD | GRANULES INDIA LTD | HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC | INVAGEN PHARMACEUTICALS INC | LUPIN LTD | NOVITIUM PHARMA LLC | OXFORD PHARMACEUTICALS LLC | PHARMACO LLC | REYOUNG CORPORATION | SCIEGEN PHARMACEUTICALS INC | STRIDES PHARMA GLOBAL PTE LTD | UMEDICA LABORATORIES PRIVATE LTD | VIATRIS SPECIALTY LLC | ZENARA PHARMA PRIVATE LTD | ZYDUS LIFESCIENCES GLOBAL FZE
CLONAZEPAM,CLONAZEPAM | KLONOPIN,Psychiatric,CHRONIC,"TABLET, ORALLY DISINTEGRATING;ORAL | TABLET;ORAL",1996-09-10,2026-05-21,1,12,44,0,,,No,,,ACCORD HEALTHCARE INC | ACTAVIS ELIZABETH LLC | ALEMBIC PHARMACEUTICALS LTD | AUROBINDO PHARMA USA INC | BARR LABORATORIES INC | CHARTWELL RX SCIENCES LLC | CHEPLAPHARM ARZNEIMITTEL GMBH | PH HEALTH LTD | PRINSTON PHARMACEUTICAL INC | RUBICON RESEARCH LTD | SANDOZ INC | TEVA PHARMACEUTICALS USA INC
ESCITALOPRAM OXALATE,ESCITALOPRAM | ESCITALOPRAM OXALATE | LEXAPRO,Psychiatric,CHRONIC,CAPSULE;ORAL | SOLUTION;ORAL | TABLET;ORAL,2002-08-14,2026-04-22,2,18,44,0,,,No,,,ABBVIE INC | ACCORD HEALTHCARE INC | ALMATICA PHARMA LLC | AMNEAL PHARMACEUTICALS | ASCENT PHARMACEUTICALS INC | AUROBINDO PHARMA LTD | CHARTWELL MOLECULAR HOLDINGS LLC | CHARTWELL RX SCIENCES LLC | GRAVITI PHARMACEUTICALS PRIVATE LTD | HETERO LABS LTD UNIT III | INVAGEN PHARMACEUTICALS INC | JUBILANT CADISTA PHARMACEUTICALS INC | MACLEODS PHARMACEUTICALS LTD | MICRO LABS LTD | PRINSTON PHARMACEUTICAL INC | TORRENT PHARMACEUTICALS LTD | ZYDUS LIFESCIENCES LTD
PALIPERIDONE,INVEGA | PALIPERIDONE,Psychiatric,CHRONIC,"TABLET, EXTENDED RELEASE;ORAL",2006-12-19,2026-05-07,1,11,43,0,,,No,,,AJANTA PHARMA LTD | ALEMBIC PHARMACEUTICALS LTD | AMNEAL PHARMACEUTICALS OF NEW YORK LLC | ASCENT PHARMACEUTICALS INC | CSPC OUYI PHARMACEUTICAL CO LTD | DR REDDYS LABORATORIES LTD | ESKAYEF PHARMACEUTICALS LTD | I3 PHARMACEUTICALS LLC | INVENTIA HEALTHCARE LTD | JANSSEN PHARMACEUTICALS INC | SUN PHARMACEUTICAL INDUSTRIES LTD | ZYDUS PHARMACEUTICALS USA INC
MIRTAZAPINE,MIRTAZAPINE | REMERON | REMERON SOLTAB,Psychiatric,CHRONIC,"TABLET, ORALLY DISINTEGRATING;ORAL | TABLET;ORAL",1996-06-14,2026-05-19,2,12,42,0,,,No,,,ANNORA PHARMA PRIVATE LTD | APOTEX INC | AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | MICRO LABS LTD | MYLAN PHARMACEUTICALS INC | NOVITIUM PHARMA LLC | ORGANON USA LLC | ORGANON USA LLC A SUB OF ORGANON AND CO | PRASCO LLC DBA PRASCO LABORATORIES | SQUARE PHARMACEUTICALS PLC | SUN PHARMACEUTICAL INDUSTRIES INC | TEVA PHARMACEUTICALS USA INC
TRAZODONE HYDROCHLORIDE,RALDESY | TRAZODONE HYDROCHLORIDE,Psychiatric,CHRONIC,SOLUTION;ORAL | TABLET;ORAL,1987-03-25,2024-11-26,1,15,40,1,2029-03-13,2029,No,,,ACCORD HEALTHCARE INC | APOTEX INC | AUROBINDO PHARMA LTD | CROSSMEDIKA SA | GRANULES INDIA LTD | GRAVITI PHARMACEUTICALS PRIVATE LTD | KAMAT PHARMATECH LLC | OXFORD PHARMACEUTICALS LLC | PLIVA INC | SUN PHARMACEUTICAL INDUSTRIES INC | TEVA PHARMACEUTICALS USA INC | TORRENT PHARMACEUTICALS LTD | ZYDUS PHARMACEUTICALS USA INC
CLOMIPRAMINE HYDROCHLORIDE,ANAFRANIL | CLOMIPRAMINE HYDROCHLORIDE,Psychiatric,CHRONIC,CAPSULE;ORAL,1989-12-29,2023-03-20,1,13,39,0,,,No,,,ALEMBIC PHARMACEUTICALS LTD | AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | IXORA LIFESCIENCE LLP | JUBILANT CADISTA PHARMACEUTICALS INC | LUPIN LTD | MANKIND PHARMA LTD | MICRO LABS LTD | SANDOZ INC | SPECGX LLC | TARO PHARMACEUTICAL INDUSTRIES LTD | TP ANDA HOLDINGS LLC | UNIQUE PHARMACEUTICAL LABORATORIES A DIV OF JB CHEMICALS AND PHARMACEUTICALS LTD | ZYDUS PHARMACEUTICALS USA INC
PERPHENAZINE,PERPHENAZINE,Psychiatric,CHRONIC,TABLET;ORAL,1988-12-08,2025-03-18,0,9,36,0,,,No,,,APPCO PHARMA LLC | JUBILANT GENERICS LTD | MACLEODS PHARMACEUTICALS LTD | PH HEALTH LTD | RISING PHARMA HOLDINGS INC | SANDOZ INC | WATSON LABORATORIES INC | WILSHIRE PHARMACEUTICALS INC | ZYDUS PHARMACEUTICALS USA INC
PIRFENIDONE,ESBRIET | PIRFENIDONE,Psychiatric,CHRONIC,CAPSULE;ORAL | TABLET;ORAL,2014-10-15,2026-04-20,2,20,35,20,2037-03-28,2037,No,,,ACCORD HEALTHCARE INC | AIZANT DRUG RESEARCH SOLUTIONS PRIVATE LTD | ALEMBIC PHARMACEUTICALS LTD | AMNEAL EU LTD | APOTEX INC | AUROBINDO PHARMA LTD | HETERO LABS LTD UNIT V | LAURUS LABS LTD | LEGACY PHARMA INC | MACLEODS PHARMACEUTICALS LTD | MICRO LABS LTD | MSN LABORATORIES PRIVATE LTD | SANDOZ INC | SCIEGEN PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA INC
DEXTROAMPHETAMINE SULFATE,DEXEDRINE SPANSULE | DEXTROAMPHETAMINE SULFATE,Psychiatric,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL | SOLUTION;ORAL | TABLET;ORAL",2001-01-31,2021-06-07,1,12,34,0,,,No,,,ACTAVIS ELIZABETH LLC | AUROLIFE PHARMA LLC | AVANTHI INC | AZURITY PHARMACEUTICALS INC | BARR LABORATORIES INC | IMPAX LABORATORIES INC | NOVEL LABORATORIES INC | NUVO PHARMACEUTICAL INC | PRASCO LLC DBA PRASCO LABORATORIES | SPECGX LLC | TRIS PHARMA INC | WINDER LABORATOIRIES LLC
CHLORTHALIDONE,CHLORTHALIDONE | HEMICLOR | THALITONE,Psychiatric,CHRONIC,TABLET;ORAL,1986-07-21,2025-03-17,2,17,32,0,,,No,,,AJANTA PHARMA LTD | ALEMBIC PHARMACEUTICALS LTD | ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS CO GMBH | APPCO PHARMA LLC | CASPER PHARMA LLC | CHARTWELL RX SCIENCES LLC | INGENUS PHARMACEUTICALS LLC | INVENTIA HEALTHCARE LTD | IPCA LABORATORIES LTD | MANKIND PHARMA LTD | MYLAN PHARMACEUTICALS INC | PHARMOBEDIENT CONSULTING LLC | PRM PHARMA LLC | SUN PHARMACEUTICAL INDUSTRIES INC | UMEDICA LABORATORIES PRIVATE LTD | UNICHEM LABORATORIES LTD | ZYDUS PHARMACEUTICALS USA INC
CLOZAPINE,CLOZAPINE | CLOZARIL | VERSACLOZ,Psychiatric,CHRONIC,"SUSPENSION;ORAL | TABLET, ORALLY DISINTEGRATING;ORAL | TABLET;ORAL",1989-09-26,2024-12-12,2,8,31,1,2028-05-01,2028,No,,,ACCORD HEALTHCARE INC | AUROBINDO PHARMA LTD | BARR LABORATORIES INC | DOUGLAS PHARMACEUTICALS AMERICA LTD | HERITAGE LIFE SCIENCES BARBADOS INC | IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA | MYLAN PHARMACEUTICALS INC
DESIPRAMINE HYDROCHLORIDE,DESIPRAMINE HYDROCHLORIDE | NORPRAMIN,Psychiatric,CHRONIC,TABLET;ORAL,1982-02-11,2021-07-07,1,9,30,0,,,No,,,ACTAVIS TOTOWA LLC | ALEMBIC PHARMACEUTICALS LTD | AMNEAL PHARMACEUTICALS CO GMBH | CHARTWELL RX SCIENCES LLC | INGENUS PHARMACEUTICALS LLC | VALIDUS PHARMACEUTICALS LLC
DESVENLAFAXINE SUCCINATE,DESVENLAFAXINE SUCCINATE | PRISTIQ,Psychiatric,CHRONIC,"TABLET, EXTENDED RELEASE;ORAL",2008-02-29,2026-03-10,1,10,28,1,2027-07-05,2027,No,,,ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC | ALEMBIC PHARMACEUTICALS LTD | HIKMA PHARMACEUTICALS USA INC | LUPIN LTD | MACLEODS PHARMACEUTICALS LTD | PF PRISM CV | PLATINUM PHARMACEUTICALS | RUBICON RESEARCH LTD | YICHANG HUMANWELL PHARMACEUTICAL CO LTD | ZYDUS PHARMACEUTICALS USA INC
ZIPRASIDONE HYDROCHLORIDE,GEODON | ZIPRASIDONE HYDROCHLORIDE,Psychiatric,CHRONIC,CAPSULE;ORAL,2001-02-05,2017-08-22,1,7,28,0,,,No,,,APOTEX INC | AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | DR REDDYS LABORATORIES INC | MACLEODS PHARMACEUTICALS LTD | SANDOZ INC | VIATRIS SPECIALTY LLC | ZYDUS LIFESCIENCES LTD
CITALOPRAM HYDROBROMIDE,CELEXA | CITALOPRAM HYDROBROMIDE,Psychiatric,CHRONIC,CAPSULE;ORAL | SOLUTION;ORAL | TABLET;ORAL,1998-07-17,2026-03-13,2,12,26,0,,,No,CGT,2026-09-16,ABBVIE INC | ALMATICA PHARMA INC | AUROBINDO PHARMA LTD | CHARTWELL MOLECULAR HOLDINGS LLC | DR REDDYS LABORATORIES LTD | EPIC PHARMA LLC | HETERO LABS LTD UNIT III | HIKMA PHARMACEUTICALS USA INC | INVAGEN PHARMACEUTICALS INC | MYLAN PHARMACEUTICALS INC | TORRENT PHARMACEUTICALS LTD
AMPHETAMINE SULFATE,AMPHETAMINE SULFATE | EVEKEO,Psychiatric,CHRONIC,TABLET;ORAL,2012-08-09,2021-01-22,0,11,22,0,,,No,,,ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS OF NEW YORK LLC | AUROLIFE PHARMA LLC | AZURITY PHARMACEUTICALS INC | BIONPHARMA INC | EPIC PHARMA LLC | GRANULES PHARMACEUTICALS INC | PRINSTON PHARMACEUTICAL INC | SANALUZ LLC | SENORES PHARMACEUTICALS INC | SPECGX LLC
ARMODAFINIL,ARMODAFINIL | NUVIGIL,Psychiatric,CHRONIC,TABLET;ORAL,2007-06-15,2019-05-09,1,5,21,0,,,No,,,AUROBINDO PHARMA LTD | COREPHARMA LLC | LUPIN LTD | MYLAN PHARMACEUTICALS INC | NATCO PHARMA LTD | NUVO PHARMACEUTICALS (IRELAND) DAC
FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE | LUVOX,Psychiatric,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL | TABLET;ORAL",2000-11-29,2026-04-30,1,9,21,0,,,No,,,ACTAVIS ELIZABETH LLC | AIPING PHARMACEUTICAL INC | AJANTA PHARMA LTD | ANI PHARMACEUTICALS INC | ANNORA PHARMA PRIVATE LTD | APOTEX INC | APPCO PHARMA LLC | BIONPHARMA INC | PH HEALTH LTD
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,Psychiatric,CHRONIC,INJECTABLE;INJECTION,1997-12-19,2025-05-13,0,9,17,0,,,No,,,CAPLIN STERILES LTD | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HIKMA PHARMACEUTICALS USA INC | MANKIND PHARMA LTD | MEITHEAL PHARMACEUTICALS INC | MYLAN LABORATORIES LTD | SOMERSET THERAPEUTICS LLC | ZYDUS PHARMACEUTICALS USA INC
LITHIUM CARBONATE,LITHIUM CARBONATE | LITHOBID,Psychiatric,CHRONIC,"CAPSULE;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",1982-01-29,2017-06-05,3,11,17,0,,,No,,,ALEMBIC LTD | ANI PHARMACEUTICALS INC | GLENMARK PHARMACEUTICALS INC USA | GLENMARK PHARMACEUTICALS LTD | HERITAGE PHARMA LABS INC | HETERO LABS LTD UNIT III | HIKMA PHARMACEUTICALS USA INC | SUN PHARMACEUTICAL INDUSTRIES INC | UNIQUE PHARMACEUTICAL LABORATORIES A DIV OF JB CHEMICALS AND PHARMACEUTICALS LTD
FLUOXETINE HYDROCHLORIDE; OLANZAPINE,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,Psychiatric,CHRONIC,CAPSULE;ORAL,2012-06-19,2013-03-25,0,4,15,0,,,No,,,EPIC PHARMA LLC | PH HEALTH LTD | TEVA PHARMACEUTICALS USA
VILAZODONE HYDROCHLORIDE,VIIBRYD | VILAZODONE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,2011-01-21,2023-07-07,1,5,15,0,,,No,,,ABBVIE INC | ACCORD HEALTHCARE INC | ALEMBIC PHARMACEUTICALS LTD | APOTEX INC | INVAGEN PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA
IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,1983-10-21,2012-10-24,0,10,14,0,,,No,,,LEADING PHARMA LLC | OXFORD PHARMACEUTICALS LLC | SANDOZ INC | STRIDES PHARMA INTERNATIONAL AG | SUN PHARMACEUTICAL INDUSTRIES INC
NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,Psychiatric,CHRONIC,CAPSULE;ORAL | SOLUTION;ORAL,1992-03-30,2023-08-15,0,5,14,0,,,No,,,DR REDDYS LABORATORIES SA | PHARMACEUTICAL ASSOCIATES INC | RUBICON RESEARCH LTD | TARO PHARMACEUTICAL INDUSTRIES LTD | TEVA PHARMACEUTICALS USA INC
PRIMIDONE,MYSOLINE | PRIMIDONE,Psychiatric,CHRONIC,TABLET;ORAL,2001-05-24,2024-01-23,1,7,14,0,,,No,,,AMNEAL PHARMACEUTICAL | CARNEGIE PHARMACEUTICALS LLC | LANNETT CO INC | OXFORD PHARMACEUTICALS LLC | RUBICON RESEARCH LTD | TP ANDA HOLDINGS LLC | VALEANT PHARMACEUTICALS INTERNATIONAL | WATSON LABORATORIES INC
LOXAPINE SUCCINATE,LOXAPINE SUCCINATE,Psychiatric,CHRONIC,CAPSULE;ORAL,1988-06-15,2011-09-26,0,6,12,0,,,No,,,ELITE LABORATORIES INC | LANNETT CO INC | WATSON LABORATORIES INC
MILNACIPRAN HYDROCHLORIDE,MILNACIPRAN HYDROCHLORIDE | SAVELLA,Psychiatric,CHRONIC,TABLET;ORAL,2009-01-14,2024-10-03,1,3,12,1,2029-09-19,2029,No,,,ABBVIE INC | AMNEAL PHARMACEUTICALS | BRECKENRIDGE PHARMACEUTICAL INC | HETERO LABS LTD UNIT V
MODAFINIL,MODAFINIL | PROVIGIL,Psychiatric,CHRONIC,TABLET;ORAL,1998-12-24,2017-09-14,1,6,12,0,,,No,,,ALEMBIC PHARMACEUTICALS LTD | APOTEX INC | APPCO PHARMA LLC | AUROBINDO PHARMA LTD | CADILA HEALTHCARE LTD | NUVO PHARMACEUTICALS (IRELAND) DAC | ORBION PHARMACEUTICALS PRIVATE LTD
THIOTHIXENE,THIOTHIXENE,Psychiatric,CHRONIC,CAPSULE;ORAL,1987-06-23,2022-02-28,0,3,12,0,,,No,,,AMNEAL EU LTD | NOVITIUM PHARMA LLC | RISING PHARMA HOLDINGS INC
NEVIRAPINE,NEVIRAPINE,Psychiatric,CHRONIC,"SUSPENSION;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",2012-05-22,2019-01-14,0,11,11,0,,,No,,,AUROBINDO PHARMA LTD | CIPLA LTD | HETERO LABS LTD UNIT III | MACLEODS PHARMACEUTICALS LTD | MICRO LABS LTD | MYLAN PHARMACEUTICALS INC | SANDOZ INC
AMOXAPINE,AMOXAPINE,Psychiatric,CHRONIC,TABLET;ORAL,1991-06-28,1992-08-28,0,2,8,0,,,No,,,CHARTWELL RX SCIENCES LLC | WATSON LABORATORIES INC
ASENAPINE MALEATE,ASENAPINE MALEATE | SAPHRIS,Psychiatric,CHRONIC,TABLET;SUBLINGUAL,2009-08-13,2021-07-19,1,3,8,4,2026-10-06,2026,No,,,ABBVIE INC | ALEMBIC PHARMACEUTICALS LTD | BRECKENRIDGE PHARMACEUTICAL INC | SIGMAPHARM LABORATORIES LLC
HALOPERIDOL LACTATE,HALOPERIDOL,Psychiatric,CHRONIC,CONCENTRATE;ORAL | INJECTABLE;INJECTION,1993-02-26,2024-01-31,0,8,8,0,,,No,,,FRESENIUS KABI USA LLC | HIKMA PHARMACEUTICALS USA INC | LANNETT CO INC | MYLAN LABORATORIES LTD | PHARMACEUTICAL ASSOCIATES INC | RUBICON RESEARCH LTD | SAGENT PHARMACEUTICALS INC
IMIPRAMINE PAMOATE,IMIPRAMINE PAMOATE,Psychiatric,CHRONIC,CAPSULE;ORAL,2010-04-16,2010-04-16,0,2,8,0,,,No,,,HIKMA PHARMACEUTICALS USA INC | LUPIN LTD
TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,1997-07-07,1997-07-07,0,5,8,0,,,No,,,MYLAN PHARMACEUTICALS INC | SANDOZ INC
FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,Psychiatric,CHRONIC,INJECTABLE;INJECTION,1987-07-14,2023-11-02,0,7,7,0,,,No,,,EUGIA PHARMA SPECIALITIES LTD | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HIKMA PHARMACEUTICALS USA INC | MSN LABORATORIES PRIVATE LTD | MYLAN LABORATORIES LTD | PH HEALTH LTD
METHYLPHENIDATE,COTEMPLA XR-ODT | DAYTRANA | METHYLPHENIDATE,Psychiatric,CHRONIC,"FILM, EXTENDED RELEASE;TRANSDERMAL | TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL",2006-04-06,2022-03-14,2,2,7,4,2038-01-25,2038,No,,,ACTAVIS ELIZABETH LLC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC | MYLAN TECHNOLOGIES INC A VIATRIS CO | NEOS THERAPEUTICS INC | NOVEN PHARMACEUTICALS INC
AMPHETAMINE,ADZENYS XR-ODT | AMPHETAMINE,Psychiatric,CHRONIC,"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL",2016-01-27,2023-06-22,1,1,6,5,2032-06-28,2032,No,,,ACTAVIS LABORATORIES FL INC | NEOS THERAPEUTICS
TRIMIPRAMINE MALEATE,TRIMIPRAMINE MALEATE,Psychiatric,CHRONIC,CAPSULE;ORAL,2006-08-02,2016-04-15,0,2,6,0,,,No,,,BRECKENRIDGE PHARMACEUTICAL INC | ELITE LABORATORIES INC
VALPROIC ACID,VALPROIC ACID,Psychiatric,CHRONIC,CAPSULE;ORAL | SYRUP;ORAL,1991-10-29,2010-05-28,0,6,6,0,,,No,,,ANI PHARMACEUTICALS INC | BIONPHARMA INC | CATALENT PHARMA SOLUTIONS LLC | CHARTWELL RX SCIENCES LLC | PHARMACEUTICAL ASSOCIATES INC | QUAGEN PHARMACEUTICALS LLC
AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,1988-11-10,1988-11-10,0,1,5,0,,,No,,,MYLAN PHARMACEUTICALS INC
NEFAZODONE HYDROCHLORIDE,NEFAZODONE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,2003-09-16,2003-09-16,0,1,5,0,,,No,,,TEVA PHARMACEUTICALS USA INC
LEVOMILNACIPRAN HYDROCHLORIDE,FETZIMA | LEVOMILNACIPRAN HYDROCHLORIDE,Psychiatric,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL",2013-07-25,2023-03-20,1,1,4,3,2032-05-23,2032,No,,,ABBVIE INC | PRINSTON PHARMACEUTICAL INC
PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,2010-05-03,2012-11-19,0,2,4,0,,,No,,,EPIC PHARMA LLC | SIGMAPHARM LABORATORIES LLC
THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,1983-03-15,1983-11-18,0,1,4,0,,,No,,,MYLAN PHARMACEUTICALS INC
LITHIUM CITRATE,LITHIUM CITRATE,Psychiatric,CHRONIC,SYRUP;ORAL,1986-05-21,2024-03-18,0,3,3,0,,,No,,,PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC | RUBICON RESEARCH LTD | SCIEGEN PHARMACEUTICALS INC
MOLINDONE HYDROCHLORIDE,MOLINDONE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,2015-03-20,2015-03-20,0,1,3,0,,,No,,,EPIC PHARMA LLC
ZIPRASIDONE MESYLATE,GEODON | ZIPRASIDONE MESYLATE,Psychiatric,CHRONIC,POWDER;INTRAMUSCULAR,2002-06-21,2025-09-03,1,3,3,0,,,No,,,GLAND PHARMA LTD | MSN LABORATORIES PRIVATE LTD | STERISCIENCE PTE LTD | VIATRIS SPECIALTY LLC
AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,Psychiatric,CHRONIC,TABLET;ORAL,1986-12-10,1986-12-10,0,1,2,0,,,No,,,MYLAN PHARMACEUTICALS INC
PAROXETINE MESYLATE,BRISDELLE | PAROXETINE MESYLATE,Psychiatric,CHRONIC,CAPSULE;ORAL,2013-06-28,2017-08-18,1,2,2,3,2029-04-06,2029,No,,,ACTAVIS LABORATORIES FL INC | LEGACY PHARMA INC | PRINSTON PHARMACEUTICAL INC
AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE,DYANAVEL XR | DYANAVEL XR 10 | DYANAVEL XR 15 | DYANAVEL XR 20 | DYANAVEL XR 5,Psychiatric,CHRONIC,"SUSPENSION, EXTENDED RELEASE;ORAL | TABLET, EXTENDED RELEASE;ORAL",2015-10-19,2021-11-04,2,0,0,11,2040-02-11,2040,No,,,TRIS PHARMA INC
ARIPIPRAZOLE LAUROXIL,ARISTADA | ARISTADA INITIO KIT,Psychiatric,CHRONIC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",2015-10-05,2018-06-29,2,0,0,20,2039-04-06,2039,No,,,ALKERMES INC
ASENAPINE,SECUADO,Psychiatric,CHRONIC,SYSTEM;TRANSDERMAL,2019-10-11,2019-10-11,1,0,0,6,2033-09-22,2033,No,,,HISAMITSU PHARMACEUTICAL CO INC
