Ingredient,Trade_Name(s),Applicant(s),NDA_Count,ANDA_Count,NDA_Appl_Nos,ANDA_Appl_Nos,DF_Route(s),TE_Code(s),Earliest_Approval,Latest_Approval,RLD_Count,Generic_Competitor_Count,Disease_Category,Duration_Class,Patent_Count,Latest_Patent_Expiry,Patent_Expiry_Year,Exclusivity_Codes,Latest_Exclusivity_Date,Has_Blocking_Exclusivity
PALTUSOTINE HYDROCHLORIDE,PALSONIFY,CRINETICS PHARMACEUTICALS INC,1,0,219070,,TABLET;ORAL,,2025-09-25,2025-09-25,2,0,Other/Unclassified,OTHER,9,2044-03-25,2044,NCE | ODE-537,2032-09-25,Yes
PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,AREVA PHARMACEUTICALS INC | DR REDDYS LABORATORIES LTD | HIKMA PHARMACEUTICALS USA INC | HOSPIRA INC | MYLAN LABORATORIES LTD | SAGENT PHARMACEUTICALS INC,1,6,021113,075290 | 075841 | 077433 | 078156 | 078373 | 078520,INJECTABLE;INJECTION,AP | AP1 | AP2,2001-04-30,2008-12-23,2,15,Metabolic,CHRONIC,0,,,,,No
PANCURONIUM BROMIDE,PANCURONIUM BROMIDE,DR REDDYS LABORATORIES LTD,0,2,,072759 | 072760,INJECTABLE;INJECTION,,1990-07-31,1990-07-31,0,2,Other,SHORT,0,,,,,No
PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM | PANTOPRAZOLE SODIUM IN 0.9% SODIUM CHLORIDE | PROTONIX | PROTONIX IV,AJANTA PHARMA LTD | ALEMBIC PHARMACEUTICALS LTD | AMNEAL PHARMACEUTICALS | ANNORA PHARMA PRIVATE LTD | APOTEX INC | ASPIRO PHARMA LTD | AUROBINDO PHARMA LTD | BAXTER HEALTHCARE CORP | BE PHARMACEUTICALS AG | CIPLA LTD | DEVA HOLDING AS | DEXCEL PHARMA TECHNOLOGIES LTD | DR REDDYS LABORATORIES LTD | EPIC PHARMA LLC | EUGIA PHARMA SPECIALITIES LTD | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | GRANULES INDIA LTD | GRAVITI PHARMACEUTICALS PRIVATE LTD | HAINAN SHUANGCHENG PHARMACEUTICALS CO LTD | HANGZHOU ZHONGMEI HUADONG PHARMACEUTICAL CO LTD | HETERO LABS LTD UNIT V | HIKMA PHARMACEUTICALS LLC | KNACK PHARMACEUTICALS INC | LANNETT CO INC | MANKIND PHARMA LTD | MEITHEAL PHARMACEUTICALS INC | MYLAN PHARMACEUTICALS INC | ORBION PHARMACEUTICALS PRIVATE LTD | RUBICON RESEARCH LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | TORRENT PHARMACEUTICALS LTD | WYETH PHARMACEUTICALS LLC,5,31,020987 | 020988 | 022020 | 209463 | 217512,077619 | 078281 | 079197 | 090074 | 090807 | 090970 | 091231 | 202038 | 202052 | 202882 | 204400 | 205119 | 205675 | 209524 | 213725 | 213778 | 214680 | 215074 | 215860 | 215880 | 216021 | 216139 | 216171 | 216247 | 217282 | 217416 | 217458 | 217923 | 219087 | 219230 | 219973,"FOR SUSPENSION, DELAYED RELEASE;ORAL | INJECTABLE;INTRAVENOUS | POWDER;INTRAVENOUS | SOLUTION;INTRAVENOUS | TABLET, DELAYED RELEASE;ORAL",AB | AP,2000-02-02,2026-04-22,8,43,GI,CHRONIC,2,2026-12-07,2026,NPP,2027-08-12,No
PARICALCITOL,PARICALCITOL | ZEMPLAR,ABBVIE INC | ACCORD HEALTHCARE INC | AMNEAL PHARMACEUTICALS CO GMBH | AMNEAL PHARMACEUTICALS OF NEW YORK LLC | AUROBINDO PHARMA LTD | BIONPHARMA INC | CHARTWELL RX SCIENCES LLC | MARKSANS PHARMA LTD | RISING PHARMA HOLDINGS INC | SANDOZ INC | TEVA PHARMACEUTICALS USA,2,10,020819 | 207174,090829 | 091108 | 091412 | 202124 | 202539 | 203897 | 204327 | 204948 | 206699 | 207672,CAPSULE;ORAL | SOLUTION;INTRAVENOUS,AB | AP,1998-04-17,2017-11-02,3,29,Metabolic,CHRONIC,0,,,,,No
PAROMOMYCIN SULFATE,PAROMOMYCIN SULFATE,HERITAGE PHARMACEUTICALS INC DBA AVET PHARMACEUTICALS INC,0,1,,065173,CAPSULE;ORAL,,2007-12-14,2007-12-14,0,1,Infectious,SHORT,0,,,,,No
PAROXETINE HYDROCHLORIDE,PAROXETINE | PAROXETINE HYDROCHLORIDE | PAXIL | PAXIL CR,ALEMBIC PHARMACEUTICALS LTD | ANNORA PHARMA PRIVATE LTD | APOTEX INC | AUROBINDO PHARMA LTD | AUROBINDO PHARMA USA INC | CADILA PHARMACEUTICALS LTD | CHARTWELL RX SCIENCES LLC | CSPC OUYI PHARMACEUTICAL CO LTD | LANNETT CO INC | LUPIN LTD | MYLAN PHARMACEUTICALS INC | NOVITIUM PHARMA LLC | OXFORD PHARMACEUTICALS LLC | PRINSTON PHARMACEUTICAL INC | SCIECURE PHARMA INC | YILING PHARMACEUTICAL LTD | ZYDUS PHARMACEUTICALS USA INC,2,19,020031 | 020936,075356 | 076618 | 076968 | 077584 | 077873 | 078406 | 078902 | 091427 | 203854 | 204134 | 204744 | 209293 | 209748 | 211248 | 212645 | 213485 | 215003 | 217280 | 219954,"SUSPENSION;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",AB,1992-12-29,2026-03-26,7,57,Psychiatric,CHRONIC,0,,,,,No
PAROXETINE MESYLATE,BRISDELLE | PAROXETINE MESYLATE,ACTAVIS LABORATORIES FL INC | LEGACY PHARMA INC | PRINSTON PHARMACEUTICAL INC,1,2,204516,207139 | 207188,CAPSULE;ORAL,AB,2013-06-28,2017-08-18,1,2,Psychiatric,CHRONIC,3,2029-04-06,2029,,,No
PASIREOTIDE DIASPARTATE,SIGNIFOR,RECORDATI RARE DISEASES INC,1,0,200677,,SOLUTION;SUBCUTANEOUS,,2012-12-14,2012-12-14,3,0,Metabolic,CHRONIC,1,2026-12-14,2026,,,No
PASIREOTIDE PAMOATE,SIGNIFOR LAR KIT,RECORDATI RARE DISEASES INC,1,0,203255,,FOR SUSPENSION;INTRAMUSCULAR,,2014-12-15,2018-06-29,5,0,Metabolic,CHRONIC,3,2028-05-23,2028,,,No
PATIROMER SORBITEX CALCIUM,VELTASSA,VIFOR PHARMA INC,1,0,205739,,POWDER;ORAL,,2015-10-21,2023-10-02,3,0,Metabolic,CHRONIC,7,2033-10-08,2033,NPP | NS,2026-10-02,No
PATISIRAN SODIUM,ONPATTRO,ALNYLAM PHARMACEUTICALS INC,1,0,210922,,SOLUTION;INTRAVENOUS,,2018-08-10,2018-08-10,1,0,Other/Unclassified,OTHER,13,2035-08-27,2035,,,No
PAZOPANIB HYDROCHLORIDE,PAZOPANIB HYDROCHLORIDE | VOTRIENT,APOTEX INC | EUGIA PHARMA SPECIALITIES LTD | NOVARTIS PHARMACEUTICALS CORP | NOVUGEN ONCOLOGY SDN BHD | SUN PHARMACEUTICAL INDUSTRIES LTD | TEVA PHARMACEUTICALS INC | TORRENT PHARMACEUTICALS LTD,1,6,022465,215837 | 217517 | 217713 | 218231 | 219034 | 219922,TABLET;ORAL,AB,2009-10-19,2025-09-04,1,6,Other/Unclassified,OTHER,0,,,,,No
PEGCETACOPLAN,EMPAVELI | SYFOVRE,APELLIS PHARMACEUTICALS INC,2,0,215014 | 217171,,SOLUTION;INTRAVITREAL | SOLUTION;SUBCUTANEOUS,,2021-05-14,2023-02-17,2,0,Other/Unclassified,OTHER,16,2038-12-14,2038,I-972 | ODE-351 | ODE-533 | ODE-539,2032-07-28,No
PEGULICIANINE ACETATE,LUMISIGHT,LUMICELL INC,1,0,214511,,POWDER;INTRAVENOUS,,2024-04-17,2024-04-17,1,0,Other/Unclassified,OTHER,6,2034-09-14,2034,NCE,2029-04-17,Yes
PEMETREXED,PEMETREXED | PEMFEXY,ACTAVIS LLC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC | EAGLE PHARMACEUTICALS INC,2,0,208419 | 209472,,SOLUTION;INTRAVENOUS,,2020-02-08,2020-08-21,4,0,Oncology,LONG-TERM,3,2036-02-19,2036,,,No
PEMETREXED DIPOTASSIUM,AXTLE,AVYXA HOLDINGS LLC,1,0,210661,,POWDER;INTRAVENOUS,,2024-06-28,2024-06-28,2,0,Oncology,LONG-TERM,0,,,,,No
PEMETREXED DISODIUM,ALIMTA | PEMETREXED | PEMETREXED DISODIUM,ACCORD HEALTHCARE INC | APOTEX INC | DR REDDYS LABORATORIES LTD | ELI LILLY AND CO | EUGIA PHARMA SPECIALITIES LTD | FRESENIUS KABI USA LLC | HETERO LABS LTD UNIT VI | HOSPIRA INC | JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD | MEITHEAL PHARMACEUTICALS INC | NANG KUANG PHARMACEUTICAL CO LTD | PRINSTON PHARMACEUTICAL INC | QILU PHARMACEUTICAL HAINAN CO LTD | RELIANCE LIFE SCIENCES PVT LTD | SANDOZ INC | SHILPA MEDICARE LTD | ZYDUS PHARMACEUTICALS USA INC,4,15,021462 | 214218 | 214657 | 215179,090384 | 202596 | 203485 | 203774 | 204890 | 207352 | 208696 | 209085 | 209851 | 211899 | 214073 | 214632 | 215460 | 215479 | 216582,POWDER;INTRAVENOUS | SOLUTION;INTRAVENOUS,AP,2004-02-04,2024-06-14,11,35,Oncology,LONG-TERM,1,2035-03-26,2035,,,No
PEMIGATINIB,PEMAZYRE,INCYTE CORP,1,0,213736,,TABLET;ORAL,,2020-04-17,2020-04-17,3,0,Oncology,LONG-TERM,5,2040-10-03,2040,ODE-292 | ODE-404,2029-08-26,No
PENCICLOVIR,DENAVIR | PENCICLOVIR,AMNEAL PHARMACEUTICALS LLC | MYLAN PHARMACEUTICALS INC | PADAGIS ISRAEL PHARMACEUTICALS LTD | TEVA PHARMACEUTICALS USA INC | TORRENT PHARMACEUTICALS LTD,1,4,020629,212368 | 212710 | 214100 | 216981,CREAM;TOPICAL,AB | BX,1996-09-24,2025-08-22,1,4,Other/Unclassified,OTHER,0,,,,,No
PENICILLAMINE,CUPRIMINE | DEPEN | PENICILLAMINE,BRECKENRIDGE PHARMACEUTICAL INC | DR REDDYS LABORATORIES LTD | GRANULES PHARMACEUTICALS INC | INVAGEN PHARMACEUTICALS INC | LUPIN LTD | MYLAN SPECIALTY LP | NAVINTA LLC | PH HEALTH LTD | VALEANT PHARMACEUTICALS INTERNATIONAL | WATSON LABORATORIES INC,2,9,019853 | 019854,210976 | 211196 | 211231 | 211735 | 211867 | 212933 | 213293 | 214363 | 215409,CAPSULE;ORAL | TABLET;ORAL,AB,2019-06-24,2021-10-08,2,9,Autoimmune,CHRONIC,0,,,,,No
PENICILLIN G BENZATHINE,BICILLIN L-A,KING PHARMACEUTICALS LLC,1,0,050141,,INJECTABLE;INJECTION,BC,,,1,0,Infectious,SHORT,0,,,,,No
PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE,BICILLIN C-R | BICILLIN C-R 900/300,KING PHARMACEUTICALS LLC,1,0,050138,,INJECTABLE;INJECTION,,,,2,0,Infectious,SHORT,0,,,,,No
PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM | PENICILLIN G POTASSIUM IN PLASTIC CONTAINER | PFIZERPEN,ACS DOBFAR SPA | BAXTER HEALTHCARE CORP | HQ SPECIALTY PHARMA CORP | ISTITUTO BIOCHIMICO ITALIANO SPA | PFIZER LABORATORIES DIV PFIZER INC | SANDOZ INC,1,5,050638,060657 | 065079 | 065149 | 065448 | 205043,INJECTABLE;INJECTION,AP,1990-06-25,2018-10-26,3,11,Infectious,SHORT,0,,,,,No
PENICILLIN G PROCAINE,PENICILLIN G PROCAINE,KING PHARMACEUTICALS LLC,0,1,,060101,INJECTABLE;INJECTION,,,,0,2,Infectious,SHORT,0,,,,,No
PENICILLIN G SODIUM,PENICILLIN G SODIUM,SANDOZ INC,0,1,,065068,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",,2001-02-26,2001-02-26,0,1,Infectious,SHORT,0,,,,,No
PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM | PENICILLIN-VK,AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | HIKMA PHARMACEUTICALS | TEVA PHARMACEUTICALS USA INC,0,6,,060456 | 060711 | 062935 | 062936 | 065435 | 090549,FOR SOLUTION;ORAL | TABLET;ORAL,AB,1988-11-23,2013-10-11,0,10,Infectious,SHORT,0,,,,,No
PENTAMIDINE ISETHIONATE,NEBUPENT | PENTAM | PENTAMIDINE ISETHIONATE,AVET LIFESCIENCES LTD | FRESENIUS KABI USA LLC | PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC AND DBA PAI PHARMA | X-GEN PHARMACEUTICALS INC,2,4,019264 | 019887,206666 | 206667 | 206983 | 213806,FOR SOLUTION;INHALATION | INJECTABLE;INJECTION,AN | AP,1984-10-16,2023-01-20,2,4,Infectious,SHORT,0,,,,,No
PENTOBARBITAL SODIUM,NEMBUTAL SODIUM | PENTOBARBITAL SODIUM,BPI LABS LLC | HIKMA PHARMACEUTICALS USA INC | RISING PHARMA HOLDINGS INC | SAGENT PHARMACEUTICALS INC,0,4,,083246 | 203619 | 206404 | 206677,INJECTABLE;INJECTION,AP,2016-05-23,2017-11-27,1,4,Other/Unclassified,OTHER,0,,,,,No
PENTOSAN POLYSULFATE SODIUM,ELMIRON,JANSSEN PHARMACEUTICALS INC,1,0,020193,,CAPSULE;ORAL,,1996-09-26,1996-09-26,1,0,Other/Unclassified,OTHER,0,,,,,No
PENTOSTATIN,NIPENT | PENTOSTATIN,HOSPIRA INC | WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,1,1,020122,077841,INJECTABLE;INJECTION,AP,1991-10-11,2007-08-07,1,1,Metabolic,CHRONIC,0,,,,,No
PENTOXIFYLLINE,PENTOXIFYLLINE,ANI PHARMACEUTICALS INC | APOTEX INC | RISING PHARMA HOLDING INC,0,3,,074425 | 074878 | 075191,"TABLET, EXTENDED RELEASE;ORAL",AB,1997-07-08,1999-06-09,0,3,Other/Unclassified,OTHER,0,,,,,No
PERAMIVIR,RAPIVAB,BIOCRYST PHARMACEUTICALS INC,1,0,206426,,SOLUTION;INTRAVENOUS,,2014-12-19,2014-12-19,1,0,Other/Unclassified,OTHER,2,2027-05-07,2027,,,No
PERAMPANEL,FYCOMPA | PERAMPANEL,CATALYST PHARMACEUTICALS INC | MSN LABORATORIES PRIVATE LTD | TARO PHARMACEUTICAL INDUSTRIES LTD | TEVA PHARMACEUTICALS USA INC,2,4,202834 | 208277,209538 | 209801 | 218152 | 218178,SUSPENSION;ORAL | TABLET;ORAL,AB,2012-10-22,2025-11-25,7,19,Neurology,CHRONIC,1,2026-07-01,2026,,,No
PERFLUOROHEXYLOCTANE,MIEBO,BAUSCH AND LOMB INC,1,0,216675,,SOLUTION/DROPS;OPHTHALMIC,,2023-05-18,2023-05-18,1,0,Other/Unclassified,OTHER,6,2037-06-21,2037,NCE,2028-05-18,Yes
PERFLUTREN,DEFINITY | DEFINITY RT,LANTHEUS MEDICAL IMAGING INC,1,0,021064,,INJECTABLE;INTRAVENOUS,,2001-07-31,2020-11-17,2,0,Other/Unclassified,OTHER,11,2037-05-04,2037,,,No
PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,AUROBINDO PHARMA LTD,0,1,,079070,TABLET;ORAL,,2009-11-10,2009-11-10,0,3,Other/Unclassified,OTHER,0,,,,,No
PERMETHRIN,ELIMITE | NIX | PERMETHRIN,ACTAVIS LABORATORIES INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC | ACTAVIS MID ATLANTIC LLC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC | AUROBINDO PHARMA USA INC | ENCUBE ETHICALS PVT LTD | MEDTECH PRODUCTS INC | PADAGIS ISRAEL PHARMACEUTICALS LTD,2,4,019855 | 019918,074806 | 075014 | 076369 | 211303,CREAM;TOPICAL | LOTION;TOPICAL,AB,1989-08-25,2019-04-03,2,4,Dermatology,SHORT,0,,,,,No
PERPHENAZINE,PERPHENAZINE,APPCO PHARMA LLC | JUBILANT GENERICS LTD | MACLEODS PHARMACEUTICALS LTD | PH HEALTH LTD | RISING PHARMA HOLDINGS INC | SANDOZ INC | WATSON LABORATORIES INC | WILSHIRE PHARMACEUTICALS INC | ZYDUS PHARMACEUTICALS USA INC,0,9,,040226 | 089685 | 205056 | 205232 | 205973 | 207582 | 210163 | 212545 | 213694,TABLET;ORAL,AB,1988-12-08,2025-03-18,0,36,Psychiatric,CHRONIC,0,,,,,No
PEXIDARTINIB HYDROCHLORIDE,TURALIO,DAIICHI SANKYO INC,1,0,211810,,CAPSULE;ORAL,,2022-10-14,2022-10-14,1,0,Oncology,LONG-TERM,12,2038-07-24,2038,ODE*,2026-08-02,No
PHENDIMETRAZINE TARTRATE,BONTRIL PDM | PHENDIMETRAZINE TARTRATE,ACERTIS PHARMACEUTICALS LLC | BAUSCH HEALTH US LLC | CHARTWELL SCHEDULED LLC | ELITE LABORATORIES INC | KVK TECH INC,1,5,018074,040762 | 085272 | 085588 | 089452 | 091042,"CAPSULE, EXTENDED RELEASE;ORAL | TABLET;ORAL",AA,1991-10-30,2010-08-31,2,5,Other/Unclassified,OTHER,0,,,,,No
PHENELZINE SULFATE,NARDIL | PHENELZINE SULFATE,NOVEL LABORATORIES INC | PARKE DAVIS DIV WARNER LAMBERT CO,1,1,011909,200181,TABLET;ORAL,AB,2010-12-08,2010-12-08,1,1,Other/Unclassified,OTHER,0,,,,,No
