Source,Drug,Brand,Disease / Indication,Disease Category,Modality,Drug Target (Gene),Annual Revenue 2024 (USD B),Dose,Frequency,Duration of Use
Orange Book,Formoterol Fumarate,FORMOTEROL FUMARATE,Bronchospasm,Respiratory – Obstructive,chemical,ADRB2,0.01,0.02MG/2ML inh,As directed,Indefinite (lifelong maintenance)
Orange Book,Formoterol Fumarate; Glycopyrrolate,BEVESPI AEROSPHERE,COPD,Respiratory – Obstructive,chemical,"ADRB2, CHRM3, CHRM1",,0.0048MG//inh; 0.0090MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Formoterol Fumarate; Mometasone Furoate,DULERA,Asthma,Respiratory – Obstructive,chemical,"ADRB2, NR3C1",0.34,0.005MG//inh; 0.2MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Fosamprenavir Calcium,FOSAMPRENAVIR CALCIUM,HIV infection,Infectious – HIV,chemical,pol,,700MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Foscarbidopa; Foslevodopa,VYALEV,Parkinson's disease,Neurology – Movement Disorder,chemical,"DDC, ADRB1",,120MG/10ML; 2400MG/10ML (12MG/mL … SC,Weekly or monthly,Indefinite (lifelong maintenance)
Orange Book,Fosinopril Sodium,FOSINOPRIL SODIUM,Heart failure,Cardiovascular – Heart Failure,chemical,ACE,0.00,10MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Fosinopril Sodium,FOSINOPRIL SODIUM,Hypertension,Cardiovascular – Heart Failure,chemical,ACE,0.00,10MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Fosinopril Sodium; Hydrochlorothiazide,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,Hypertension,Cardiovascular – Hypertension,chemical,"ACE, SLC12A3",,10MG; 12.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Fosphenytoin Sodium,CEREBYX,Epilepsy / seizures,Neurology – Epilepsy,chemical,SCN1A,0.00,50MG PHENYTOIN NA/mL,As directed,Indefinite (lifelong maintenance)
Orange Book,Fostamatinib Disodium,TAVALISSE,Cancer,Oncology – Solid Tumor,chemical,SYK,0.02,150MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Fruquintinib,FRUZAQLA,Colorectal cancer,Oncology – Solid Tumor,chemical,FLT1,0.00,5MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Fulvestrant,FASLODEX,Breast cancer,Oncology – Solid Tumor,chemical,ESR1,0.00,250MG/5ML (50MG/mL),As directed,Long-term (until progression / disease control)
Orange Book,Fulvestrant,FASLODEX,Menopausal / hormone therapy,Oncology – Solid Tumor,chemical,ESR1,0.00,250MG/5ML (50MG/mL),As directed,Long-term (until progression / disease control)
Orange Book,Furosemide,FUROSCIX,Heart failure,Cardiovascular – Heart Failure,chemical,SLC12A1,0.08,80MG/2.67ML (30MG/mL) SC,Weekly or monthly,Indefinite (lifelong maintenance)
Orange Book,Furosemide,FUROSCIX,Hypertension,Cardiovascular – Heart Failure,chemical,SLC12A1,0.08,80MG/2.67ML (30MG/mL) SC,Weekly or monthly,Indefinite (lifelong maintenance)
Orange Book,Futibatinib,LYTGOBI,Cancer,Oncology – Solid Tumor,chemical,FGFR3,0.00,4MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Gabapentin,GABAPENTIN,Epilepsy / seizures,Neurology – Pain / Headache,chemical,CACNA1H,0.40,800MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Gabapentin,GABAPENTIN,Neuropathic pain / fibromyalgia,Neurology – Pain / Headache,chemical,CACNA1H,0.40,800MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Gabapentin Enacarbil,HORIZANT,Neuropathic pain / fibromyalgia,Neurology – Movement Disorder,chemical,CACNA1H,0.02,600MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Gabapentin Enacarbil,HORIZANT,Restless legs syndrome,Neurology – Movement Disorder,chemical,CACNA1H,0.02,600MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Galantamine Hydrobromide,GALANTAMINE HYDROBROMIDE,Alzheimer's disease / dementia,Neurology – Neurodegeneration,chemical,ACHE,,8MG BASE oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Gefitinib,GEFITINIB,Non-small cell lung cancer,Oncology – Solid Tumor,chemical,EGFR,0.00,250MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Gefitinib,GEFITINIB,Small cell lung cancer,Oncology – Solid Tumor,chemical,EGFR,0.00,250MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Gemcitabine Hydrochloride,AVGEMSI,Breast cancer,Infectious – Other,chemical,"RRM1, POLA1",,225MG BASE,As directed,Indefinite (lifelong maintenance)
Orange Book,Gemcitabine Hydrochloride,AVGEMSI,Ovarian cancer,Infectious – Other,chemical,"RRM1, POLA1",,225MG BASE,As directed,Indefinite (lifelong maintenance)
Orange Book,Gilteritinib Fumarate,XOSPATA,Acute myeloid leukemia,Oncology – Hematologic,chemical,"FLT3, AXL",0.03,40MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Glasdegib Maleate,DAURISMO,Acute myeloid leukemia,Oncology – Hematologic,chemical,SMO,,100MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Glatiramer Acetate,COPAXONE,Multiple sclerosis,Neurology – Demyelinating,polymer,Unknown,0.18,40MG/mL SC,Weekly or monthly,Indefinite (lifelong maintenance)
Orange Book,Glimepiride,GLIMEPIRIDE,Type 2 diabetes,Endocrinology – Diabetes,chemical,KCNJ11,,1MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glimepiride,GLIMEPIRIDE,Diabetes mellitus,Endocrinology – Diabetes,chemical,KCNJ11,,1MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glimepiride; Pioglitazone Hydrochloride,DUETACT,Type 2 diabetes,Endocrinology – Diabetes,chemical,"KCNJ11, PPARG",,4MG; 30MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glimepiride; Pioglitazone Hydrochloride,DUETACT,Diabetes mellitus,Endocrinology – Diabetes,chemical,"KCNJ11, PPARG",,4MG; 30MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glipizide,GLIPIZIDE,Type 2 diabetes,Endocrinology – Diabetes,chemical,KCNJ11,0.05,10MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Glipizide,GLIPIZIDE,Diabetes mellitus,Endocrinology – Diabetes,chemical,KCNJ11,0.05,10MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Glipizide; Metformin Hydrochloride,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,Type 2 diabetes,Endocrinology – Diabetes,chemical,"KCNJ11, MT-ND6, GPD2",,2.5MG; 250MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glipizide; Metformin Hydrochloride,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,Diabetes mellitus,Endocrinology – Diabetes,chemical,"KCNJ11, MT-ND6, GPD2",,2.5MG; 250MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glyburide,DIABETA,Type 2 diabetes,Endocrinology – Diabetes,chemical,KCNJ11,0.00,5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glyburide,DIABETA,Diabetes mellitus,Endocrinology – Diabetes,chemical,KCNJ11,0.00,5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glyburide; Metformin Hydrochloride,GLYBURIDE AND METFORMIN HYDROCHLORIDE,Type 2 diabetes,Endocrinology – Diabetes,chemical,"KCNJ11, MT-ND6, GPD2",,1.25MG; 250MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glyburide; Metformin Hydrochloride,GLYBURIDE AND METFORMIN HYDROCHLORIDE,Diabetes mellitus,Endocrinology – Diabetes,chemical,"KCNJ11, MT-ND6, GPD2",,1.25MG; 250MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glycopyrrolate,CUVPOSA,Peptic ulcer disease,Respiratory – Other,chemical,"CHRM3, CHRM1",0.01,2MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Glycopyrrolate; Neostigmine Methylsulfate,PREVDUO,Alzheimer's disease,Respiratory – Other,chemical,"CHRM3, CHRM1, ACHE",,0.6MG/3ML (0.2MG/mL); 3MG/3ML (1MG/mL) IV,As directed,Indefinite (lifelong maintenance)
Orange Book,Glycopyrrolate; Neostigmine Methylsulfate,PREVDUO,Myasthenia gravis,Respiratory – Other,chemical,"CHRM3, CHRM1, ACHE",,0.6MG/3ML (0.2MG/mL); 3MG/3ML (1MG/mL) IV,As directed,Indefinite (lifelong maintenance)
Orange Book,Glycopyrronium Tosylate,QBREXZA,Respiratory disease,Respiratory – Other,chemical,CHRM3,0.01,2.4% BASE topical,As directed,Indefinite (lifelong maintenance)
Orange Book,Goserelin Acetate,ZOLADEX,Breast cancer,Oncology – Solid Tumor,chemical,GNRHR,,10.8MG BASE,As directed,Long-term (until progression / disease control)
Orange Book,Goserelin Acetate,ZOLADEX,Endometriosis,Oncology – Solid Tumor,chemical,GNRHR,,10.8MG BASE,As directed,Long-term (until progression / disease control)
Orange Book,Goserelin Acetate,ZOLADEX,Menopausal / hormone therapy,Oncology – Solid Tumor,chemical,GNRHR,,10.8MG BASE,As directed,Long-term (until progression / disease control)
Orange Book,Guanfacine Hydrochloride,GUANFACINE HYDROCHLORIDE,Hypertension,Psychiatry – Other,chemical,ADRA2A,0.16,4MG BASE oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Halcinonide,HALCINONIDE,Skin disorder,Dermatology – General,chemical,NR3C1,,0.1% topical,As directed,Indefinite (lifelong maintenance)
Orange Book,Halobetasol Propionate,BRYHALI,Skin disorder,Dermatology – General,chemical,NR3C1,0.00,0.05% topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Halobetasol Propionate; Tazarotene,DUOBRII,Psoriasis,Autoimmune – Dermatology,chemical,"NR3C1, RARG",0.00,0.01%; 0.045% topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Haloperidol,HALOPERIDOL,Migraine (acute),Psychiatry – Other,chemical,"HTR2A, DRD2",,0.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Haloperidol Decanoate,HALOPERIDOL DECANOATE,Schizophrenia,Psychiatry – Psychotic,chemical,"HTR2A, DRD2",,50MG BASE/mL,As directed,Indefinite (lifelong maintenance)
Orange Book,Haloperidol Lactate,HALOPERIDOL,Schizophrenia,Psychiatry – Psychotic,chemical,"HTR2A, DRD2",,2MG BASE/mL oral,As directed,Indefinite (lifelong maintenance)
Orange Book,Homatropine Methylbromide; Hydrocodone Bitartrate,HYCODAN,Chronic pain,Pain – Chronic,chemical,OPRK1,,1.5MG; 5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Homatropine Methylbromide; Hydrocodone Bitartrate,HYCODAN,Cancer pain,Pain – Chronic,chemical,OPRK1,,1.5MG; 5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydralazine Hydrochloride,HYDRALAZINE HYDROCHLORIDE,Hypertension,Cardiovascular – Hypertension,chemical,Unknown,,50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydralazine Hydrochloride; Isosorbide Dinitrate,BIDIL,Heart failure,Cardiovascular – Heart Failure,chemical,GUCY1B1,0.00,37.5MG; 20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,Hypertension,Cardiovascular – Ischemic,chemical,SLC12A3,,50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,SLC12A3,,50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Irbesartan,AVALIDE,Hypertension,Cardiovascular – Hypertension,chemical,"SLC12A3, AGTR1",,12.5MG; 300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Lisinopril,ZESTORETIC,Hypertension,Cardiovascular – Ischemic,chemical,"SLC12A3, ACE",,25MG; 20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Lisinopril,ZESTORETIC,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,"SLC12A3, ACE",,25MG; 20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Losartan Potassium,HYZAAR,Hypertension,Cardiovascular – Hypertension,chemical,"SLC12A3, AGTR1",0.00,25MG; 100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Metoprolol Tartrate,LOPRESSOR HCT,Hypertension,Cardiovascular – Ischemic,chemical,"SLC12A3, ADRB1",,25MG; 50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Metoprolol Tartrate,LOPRESSOR HCT,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,"SLC12A3, ADRB1",,25MG; 50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,Hypertension,Cardiovascular – Ischemic,chemical,"SLC12A3, ACE",,12.5MG; 7.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Moexipril Hydrochloride,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,"SLC12A3, ACE",,12.5MG; 7.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Olmesartan Medoxomil,BENICAR HCT,Hypertension,Cardiovascular – Hypertension,chemical,"SLC12A3, AGTR1",,25MG; 40MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Quinapril Hydrochloride,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,Hypertension,Cardiovascular – Ischemic,chemical,"SLC12A3, ACE",,12.5MG; 10MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Quinapril Hydrochloride,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,"SLC12A3, ACE",,12.5MG; 10MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Spironolactone,ALDACTAZIDE,Hypertension,Cardiovascular – Ischemic,chemical,"SLC12A3, NR3C2",,25MG; 25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Spironolactone,ALDACTAZIDE,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,"SLC12A3, NR3C2",,25MG; 25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Telmisartan,MICARDIS HCT,Hypertension,Cardiovascular – Hypertension,chemical,"SLC12A3, AGTR1",,25MG; 80MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Triamterene,MAXZIDE,Hypertension,Cardiovascular – Ischemic,chemical,"SLC12A3, SCNN1A",,25MG; 37.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Triamterene,MAXZIDE,Myocardial infarction (risk reduction),Cardiovascular – Ischemic,chemical,"SLC12A3, SCNN1A",,25MG; 37.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrochlorothiazide; Valsartan,DIOVAN HCT,Hypertension,Cardiovascular – Hypertension,chemical,"SLC12A3, AGTR1",0.00,25MG; 320MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrocodone Bitartrate,HYDROCODONE BITARTRATE,Chronic pain,Pain – Chronic,chemical,OPRK1,,100MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Hydrocodone Bitartrate,HYDROCODONE BITARTRATE,Cancer pain,Pain – Chronic,chemical,OPRK1,,100MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Hydrocodone Bitartrate; Ibuprofen,REPREXAIN,Chronic pain,Pain – Chronic,chemical,"OPRK1, PTGS2",,7.5MG; 200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydrocodone Bitartrate; Ibuprofen,REPREXAIN,Cancer pain,Pain – Chronic,chemical,"OPRK1, PTGS2",,7.5MG; 200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydromorphone Hydrochloride,DILAUDID,Chronic pain,Pain – Chronic,chemical,OPRM1,0.11,8MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydroxocobalamin,CYANOKIT,Metabolic disorder,Endocrinology – Metabolic,chemical,Cyanide sequestering agent,,5GM/VIAL (5GM/KIT),As directed,Indefinite (lifelong maintenance)
Orange Book,Hydroxychloroquine Sulfate,HYDROXYCHLOROQUINE SULFATE,Rheumatoid arthritis,Autoimmune – Rheumatology,chemical,"TLR7, TLR9",,300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydroxychloroquine Sulfate,HYDROXYCHLOROQUINE SULFATE,Systemic lupus erythematosus,Autoimmune – Rheumatology,chemical,"TLR7, TLR9",,300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Hydroxyurea,HYDREA,Chronic myeloid leukemia,Oncology – Hematologic,chemical,RRM1,0.01,100MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Ibandronate Sodium,IBANDRONATE SODIUM,Osteoporosis,Bone / Metabolic,chemical,FDPS,,3MG BASE/3ML IV,As directed,Indefinite (lifelong maintenance)
Orange Book,Ibandronate Sodium,IBANDRONATE SODIUM,Menopausal / hormone therapy,Bone / Metabolic,chemical,FDPS,,3MG BASE/3ML IV,As directed,Indefinite (lifelong maintenance)
Orange Book,Ibrutinib,IMBRUVICA,Chronic lymphocytic leukemia,Oncology – Hematologic,chemical,BTK,0.22,420MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Ibrutinib,IMBRUVICA,Lymphoma,Oncology – Hematologic,chemical,BTK,0.22,420MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Icosapent Ethyl,ICOSAPENT ETHYL,Hypertriglyceridemia,Endocrinology – Lipid,chemical,Unknown,0.13,500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Idelalisib,IDELALISIB,Chronic lymphocytic leukemia,Oncology – Hematologic,chemical,PIK3CD,,150MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Iloperidone,FANAPT,Schizophrenia,Psychiatry – Psychotic,chemical,"DRD2, HTR2A",0.11,12MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Iloperidone,FANAPT,Bipolar disorder,Psychiatry – Psychotic,chemical,"DRD2, HTR2A",0.11,12MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Iloprost,AURLUMYN,Cardiovascular disease,Cardiovascular – Other,chemical,PTGIR,,100MCG/mL (100MCG/mL) IV,As directed,Indefinite (lifelong maintenance)
Orange Book,Imatinib Mesylate,GLEEVEC,Chronic myeloid leukemia,Oncology – Hematologic,chemical,"ABL1, PDGFRB, KIT, ABL1",0.04,400MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Imipramine Hydrochloride,IMIPRAMINE HYDROCHLORIDE,Major depressive disorder,Psychiatry – Mood,chemical,"SLC6A4, SLC6A2",0.00,10MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Imipramine Pamoate,IMIPRAMINE PAMOATE,Major depressive disorder,Psychiatry – Mood,chemical,"SLC6A4, SLC6A2",,75MG HYDROCHLORIDE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Inavolisib,ITOVEBI,Breast cancer,Oncology – Solid Tumor,chemical,PIK3CA,,9MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Indapamide,INDAPAMIDE,Heart failure,Cardiovascular – Heart Failure,chemical,SLC12A3,0.00,1.25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Indapamide,INDAPAMIDE,Hypertension,Cardiovascular – Heart Failure,chemical,SLC12A3,0.00,1.25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ipratropium Bromide,ATROVENT HFA,COPD,Respiratory – Obstructive,chemical,CHRM3,,0.021MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Ipratropium Bromide,ATROVENT HFA,Bronchospasm,Respiratory – Obstructive,chemical,CHRM3,,0.021MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Irbesartan,AVAPRO,Hypertension,Cardiovascular – Hypertension,chemical,AGTR1,0.01,300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Irinotecan Hydrochloride,CAMPTOSAR,Cancer,Oncology – Solid Tumor,chemical,TOP1,0.02,300MG/15ML (20MG/mL),As directed,Long-term (until progression / disease control)
Orange Book,Iron Dextran,INFED,Metabolic disorder,Endocrinology – Metabolic,polymer,Supplement,0.01,100MG IRON/2ML (50MG IRON/mL),As directed,Indefinite (lifelong maintenance)
